timestamp,robot1_linear_x,robot1_angular_z,robot2_linear_x,robot2_angular_z,robot3_linear_x,robot3_angular_z
0.0566,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.1567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.2567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.3567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.4566,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.5567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.6567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.7566,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.8566,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.9567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.1572,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.2567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.3567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.4568,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.5576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.6570,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.7585,0.400000,3.732628,0.116495,0.000001,0.400000,-3.141592
1.8566,0.400000,3.197771,0.112481,-0.064378,0.400000,-3.182961
1.9567,0.400000,3.222808,0.109295,0.042517,0.400000,-3.208291
2.0568,0.400000,3.184115,0.105583,0.026336,0.400000,-3.171747
2.1566,0.400000,3.058394,0.101942,-0.010688,0.400000,-3.048073
2.2574,0.209995,2.124135,0.201561,1.762924,0.400000,-0.615283
2.3569,0.172587,1.847162,0.344889,1.157321,0.395533,0.954437
2.4567,0.172247,1.497617,0.344890,1.093278,0.394482,1.079672
2.5582,0.171915,1.135761,0.341007,0.981014,0.381440,1.064194
2.6574,0.166092,0.835910,0.329674,0.790079,0.368831,0.943523
2.7571,0.154942,0.827235,0.318784,0.790079,0.356639,0.943523
2.8574,0.143770,0.588388,0.308254,0.593589,0.344851,0.734103
2.9571,0.133810,0.405625,0.298071,0.436142,0.333452,0.547078
