timestamp,robot1_linear_x,robot1_angular_z,robot2_linear_x,robot2_angular_z,robot3_linear_x,robot3_angular_z
0.0725,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.1725,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.2724,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.3725,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.4724,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.5725,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.6725,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.7726,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.8725,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.9725,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.0727,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.1725,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.2724,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.3725,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.4724,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.5725,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.6725,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.7733,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.8727,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.9725,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.0725,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.1746,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.2729,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.3724,0.400000,-0.798505,0.000000,0.000000,0.400000,0.538362
2.4724,0.400000,-1.008350,0.000000,0.000000,0.400000,0.538363
2.5724,0.400000,-1.011393,0.000000,0.000000,0.400000,0.539968
2.6724,0.400000,-1.017443,0.000000,0.000000,0.400000,0.543085
2.7724,0.400000,-1.011731,0.000000,0.000000,0.400000,0.548105
2.8725,0.400000,-0.923539,0.000000,0.000000,0.400000,0.504028
2.9725,0.400000,-0.750988,0.175892,-0.732929,0.400000,0.400735
3.0725,0.400000,-0.575270,0.221536,-0.687337,0.400000,0.304865
3.1725,0.400000,-0.429098,0.229392,-0.619013,0.400000,0.219664
3.2725,0.400000,-0.313475,0.228554,-0.489327,0.396753,0.148786
3.3743,0.400000,-0.227339,0.227530,-0.361913,0.368518,-0.038086
3.4725,0.400000,-0.164551,0.226396,-0.253948,0.352922,-0.206242
3.5728,0.400000,-0.119038,0.225125,-0.176940,0.349684,-0.323804
3.6726,0.400000,-0.086044,0.223775,-0.121419,0.357181,-0.372191
3.7725,0.400000,-0.062236,0.222367,-0.081084,0.372232,-0.346534
3.8741,0.400000,-0.045016,0.220917,-0.051631,0.380876,-0.268952
3.9727,0.400000,-0.032568,0.219433,-0.030062,0.380517,-0.198643
4.0725,0.400000,-0.032569,0.217924,-0.014206,0.380517,-0.198643
4.1726,0.400000,-0.023562,0.216396,-0.002514,0.380085,-0.144752
4.2726,0.390046,0.051062,0.214843,0.012766,0.379591,-0.104986
4.3725,0.379242,0.166522,0.215152,0.169120,0.379042,-0.075923
4.4726,0.370846,0.298551,0.217825,0.378945,0.378445,-0.054847
4.5743,0.364338,0.357436,0.223778,0.582358,0.379924,-0.006112
4.6724,0.359249,0.380298,0.212212,0.871335,0.379295,0.004852
4.7724,0.355220,0.382275,0.199979,1.339453,0.378602,0.006084
4.8724,0.351977,0.371228,0.206562,1.688291,0.377875,0.005123
4.9728,0.358861,0.354171,0.225530,1.755249,0.377115,0.003898
5.0731,0.375383,0.294880,0.261276,1.631731,0.376319,0.002872
5.1726,0.374923,0.223909,0.294153,1.344330,0.375486,0.002095
5.2727,0.374342,0.164273,0.313923,1.017953,0.374612,0.001520
5.3724,0.373688,0.119358,0.324134,0.748505,0.373697,0.001137
5.4724,0.372962,0.086385,0.323279,0.544526,0.387092,0.234094
5.5724,0.372171,0.062445,0.322103,0.394277,0.387869,0.399860
5.6742,0.371322,0.045131,0.320711,0.284926,0.345383,0.454134
5.7724,0.357517,0.032594,0.319149,0.205795,0.307504,0.401420
5.8725,0.345232,0.030804,0.317451,0.148654,0.276582,0.346108
5.9724,0.364651,0.007693,0.338263,-0.089527,0.253794,0.316108
6.0727,0.388618,-0.002665,0.357346,-0.328790,0.238608,0.303962
6.1726,0.351920,0.068582,0.373751,-0.542896,0.229148,0.297121
6.2724,0.297315,0.134690,0.386727,-0.707003,0.221834,0.279233
6.3728,0.259717,0.118602,0.373865,-0.835371,0.213425,0.245953
6.4724,0.241410,-0.010282,0.348863,-0.768760,0.192280,0.194008
6.5726,0.226421,-0.116382,0.337719,-0.559049,0.164321,0.139113
6.6725,0.214228,-0.188591,0.326948,-0.363693,0.138932,0.092239
6.7753,0.204414,-0.230544,0.317333,-0.212705,0.117457,0.055755
6.8725,0.196675,-0.247631,0.308958,-0.105588,0.099709,0.029614
6.9729,0.190776,-0.245180,0.301736,-0.034102,0.085282,0.012839
7.0725,0.186549,-0.227591,0.295559,0.009795,0.073815,0.004949
7.1726,0.183902,-0.198092,0.290340,0.032726,0.065029,0.006016
7.2733,0.400000,-0.285785,0.379722,-0.449769,0.081163,0.095699
7.3729,0.400000,-0.233624,0.400000,-0.558228,0.081121,0.095283
7.4738,0.400000,-0.178739,0.400000,-0.526067,0.080988,0.083273
7.5732,0.400000,-0.178740,0.400000,-0.424461,0.080983,0.083513
7.6725,0.400000,-0.132005,0.400000,-0.326890,0.080983,0.063723
7.7725,0.400000,-0.096242,0.400000,-0.241437,0.080983,0.047020
7.8733,0.400000,-0.069830,0.400000,-0.180362,0.080983,0.034229
7.9725,0.400000,-0.050573,0.389562,-0.124388,0.080983,0.024810
8.0725,0.400000,-0.036599,0.341690,-0.064419,0.080983,0.017956
8.1725,0.400000,-0.026478,0.300169,0.036105,0.080983,0.013000
8.2742,0.400000,-0.019154,0.264363,0.135891,0.081557,-0.013697
8.3725,0.400000,-0.013854,0.233552,0.211918,0.082862,-0.066124
8.4727,0.400000,-0.056285,0.207096,0.275660,0.095004,-0.118862
8.5725,0.400000,-0.098258,0.184444,0.332298,0.106928,-0.168333
8.6725,0.400000,-0.130268,0.165108,0.383852,0.118706,-0.244906
8.7724,0.400000,-0.152375,0.148656,0.430759,0.130405,-0.288071
8.8724,0.400000,-0.166446,0.134701,0.472855,0.142086,-0.322827
8.9733,0.400000,-0.174351,0.122899,0.509438,0.153811,-0.355958
9.0725,0.400000,-0.177559,0.112938,0.539698,0.161936,-0.302882
9.1725,0.400000,-0.181499,0.104537,0.563099,0.164006,-0.058863
9.2725,0.400000,-0.189356,0.097446,0.578546,0.168573,0.173523
9.3727,0.400000,-0.201436,0.091444,0.585901,0.175774,0.346436
9.4726,0.400000,-0.210987,0.086335,0.584882,0.185626,0.433575
9.5730,0.400000,-0.231444,0.081952,0.576356,0.197955,0.464436
9.6724,0.400000,-0.249360,0.078153,0.560711,0.212490,0.454107
9.7725,0.400000,-0.279416,0.074823,0.539366,0.228871,0.425647
9.8725,0.400000,-0.305239,0.071866,0.513370,0.246740,0.354477
9.9724,0.400000,-0.334178,0.069202,0.484161,0.265743,0.276579
10.0724,0.400000,-0.342635,0.066774,0.452950,0.285858,0.192314
10.1734,0.400000,-0.279439,0.064541,0.412265,0.321593,0.052956
10.2724,0.400000,-0.224712,0.062451,0.372304,0.355796,-0.106420
10.3725,0.400000,-0.180596,0.060483,0.335156,0.385165,-0.229543
10.4728,0.400000,-0.145711,0.058616,0.301417,0.400000,-0.268789
10.5751,0.400000,-0.118324,0.056833,0.271067,0.400000,-0.220073
10.6748,0.400000,-0.096748,0.055126,0.243647,0.400000,-0.173514
10.7736,0.400000,-0.079801,0.053486,0.219024,0.400000,-0.135244
10.8742,0.400000,-0.066471,0.051904,0.196731,0.400000,-0.105301
10.9724,0.400000,-0.056034,0.050378,0.176573,0.400000,-0.082104
11.0727,0.400000,-0.047879,0.048903,0.158445,0.400000,-0.064211
11.1730,0.400000,-0.041590,0.047472,0.142209,0.400000,-0.050339
11.2724,0.400000,-0.036886,0.046086,0.127545,0.400000,-0.039631
11.3726,0.400000,-0.033555,0.044742,0.114354,0.400000,-0.031307
11.4740,0.400000,-0.033555,0.043438,0.102556,0.400000,-0.031307
11.5725,0.000000,0.000000,0.042169,0.091980,0.400000,-0.024849
11.6724,0.000000,0.000000,0.040939,0.082493,0.400000,-0.019820
11.7725,0.000000,0.000000,0.040923,0.097026,0.400000,-0.015893
11.8726,0.000000,0.000000,0.038582,0.064936,0.400000,-0.012819
11.9726,0.000000,0.000000,0.037455,0.058117,0.400000,-0.010413
12.0725,0.000000,0.000000,0.037447,0.068618,0.400000,-0.008524
12.1725,0.000000,0.000000,0.036353,0.061686,0.400000,-0.007040
12.2726,0.000000,0.000000,0.035289,0.054485,0.400000,-0.005873
12.3726,0.000000,0.000000,0.034256,0.048009,0.400000,-0.004959
12.4725,0.000000,0.000000,0.033252,0.042335,0.400000,-0.004244
12.5724,0.000000,0.000000,0.032277,0.037464,0.400000,-0.003696
12.6724,0.000000,0.000000,0.031330,0.033235,0.400000,-0.003291
12.7725,0.000000,0.000000,0.030410,0.029536,0.400000,-0.003003
12.8736,0.000000,0.000000,0.029515,0.026288,0.133575,1.246332
12.9724,0.000000,0.000000,0.028648,0.023404,0.000000,0.000000
13.0724,0.000000,0.000000,0.027805,0.020888,0.000000,0.000000
13.1725,0.000000,0.000000,0.026986,0.018676,0.000000,0.000000
13.2755,0.000000,0.000000,0.026191,0.016693,0.000000,0.000000
13.3725,0.000000,0.000000,0.025540,0.015032,0.000000,0.000000
13.4724,0.000000,0.000000,0.027828,0.013156,0.000000,0.000000
